InstrumentName, Construction Dust Monitor (A),,
06/26/2018 10:19:41.000000,4.4,5.78,5.47
06/26/2018 10:23:41.000000,5.24,7.0,6.63
06/26/2018 10:26:21.000000,4.12,6.05,5.5
06/26/2018 10:29:01.000000,4.87,6.35,6.28
06/26/2018 10:31:41.000000,5.28,7.51,7.0
06/26/2018 10:35:41.000000,5.02,7.05,7.05
06/26/2018 10:38:21.000000,4.93,7.17,6.49
06/26/2018 10:41:01.000000,4.41,6.46,5.98
06/26/2018 10:43:41.000000,5.05,7.62,7.47
06/26/2018 10:47:41.000000,5.12,6.37,6.12
06/26/2018 10:50:21.000000,4.93,6.61,6.41
06/26/2018 10:53:01.000000,5.15,7.79,7.03
06/26/2018 10:55:41.000000,5.37,8.24,7.98
06/26/2018 10:59:41.000000,5.66,6.63,6.29
06/26/2018 11:02:21.000000,5.72,7.97,7.78
06/26/2018 11:05:01.000000,5.66,6.63,6.63
06/26/2018 11:07:41.000000,5.67,8.54,8.33
06/26/2018 11:11:41.000000,5.44,8.49,7.83
06/26/2018 11:14:21.000000,4.9,7.54,6.78
06/26/2018 11:17:01.000000,6.7,8.3,8.18
06/26/2018 11:19:41.000000,5.15,8.27,7.8
06/26/2018 11:23:41.000000,5.0,7.98,6.95
06/26/2018 11:26:21.000000,5.22,7.89,7.89
06/26/2018 11:29:01.000000,5.35,8.93,8.57
06/26/2018 11:31:41.000000,4.77,6.87,6.49
06/26/2018 11:35:41.000000,5.63,8.08,7.74
06/26/2018 11:38:21.000000,5.19,8.5,7.33
06/26/2018 11:41:02.000000,5.24,8.44,7.73
06/26/2018 11:43:41.000000,5.3,8.43,8.05
06/26/2018 11:47:41.000000,5.25,8.4,7.43
06/26/2018 11:50:21.000000,5.68,7.87,7.57
06/26/2018 11:53:01.000000,5.4,7.3,7.05
06/26/2018 11:55:41.000000,6.71,9.12,8.34
06/26/2018 11:59:41.000000,5.1,7.95,6.87
06/26/2018 12:02:21.000000,4.5,7.82,7.78
06/26/2018 12:05:01.000000,5.93,8.44,8.12
06/26/2018 12:07:41.000000,5.72,9.0,7.8
06/26/2018 12:11:41.000000,5.85,9.45,8.4
06/26/2018 12:14:21.000000,6.55,8.6,8.6
06/26/2018 12:17:01.000000,6.24,9.12,8.8
06/26/2018 12:19:41.000000,6.41,9.98,9.12
06/26/2018 12:23:41.000000,7.08,9.1,8.97
06/26/2018 12:26:21.000000,6.38,8.97,8.32
06/26/2018 12:29:01.000000,6.47,9.48,9.4
06/26/2018 12:31:41.000000,6.64,10.33,9.74
06/26/2018 12:35:41.000000,7.05,9.82,9.32
06/26/2018 12:38:25.000000,6.76,9.67,9.67
06/26/2018 12:41:01.000000,6.62,9.9,8.55
06/26/2018 12:43:41.000000,7.3,10.05,10.0
06/26/2018 12:47:41.000000,6.85,10.27,10.02
06/26/2018 12:50:22.000000,12.7,17.48,16.4
06/26/2018 12:53:01.000000,7.03,10.18,9.1
06/26/2018 12:55:41.000000,6.0,7.1,7.1
06/26/2018 12:59:41.000000,5.9,8.55,7.75
06/26/2018 13:02:21.000000,5.72,8.68,8.0
06/26/2018 13:05:02.000000,5.58,6.82,6.82
06/26/2018 13:06:21.000000,6.05,7.37,7.05
06/26/2018 13:11:44.000000,5.8,7.39,7.2
06/26/2018 13:14:21.000000,5.0,7.24,6.46
06/26/2018 13:17:01.000000,4.9,6.07,5.93
06/26/2018 13:19:41.000000,5.31,6.64,6.38
06/26/2018 13:23:41.000000,5.85,7.03,6.72
06/26/2018 13:26:21.000000,5.83,8.45,7.62
06/26/2018 13:29:01.000000,5.0,7.1,6.67
06/26/2018 13:31:41.000000,5.24,6.84,6.34
06/26/2018 13:35:42.000000,6.15,7.92,7.41
06/26/2018 13:38:21.000000,5.64,7.23,6.95
06/26/2018 13:41:01.000000,5.55,7.33,7.17
06/26/2018 13:43:41.000000,4.93,7.57,6.47
06/26/2018 13:47:41.000000,4.88,6.32,6.05
06/26/2018 13:50:21.000000,4.27,5.9,5.68
06/26/2018 13:53:01.000000,3.45,4.64,4.4
06/26/2018 13:55:41.000000,3.18,3.87,3.87
06/26/2018 13:59:41.000000,4.43,6.0,5.62
06/26/2018 14:02:21.000000,4.23,5.62,5.46
06/26/2018 14:05:01.000000,4.78,6.35,6.2
06/26/2018 14:07:41.000000,4.8,6.44,6.07
06/26/2018 14:11:41.000000,4.49,6.08,5.41
06/26/2018 14:14:24.000000,4.43,5.73,5.38
06/26/2018 14:17:01.000000,3.51,5.32,5.05
06/26/2018 14:19:41.000000,2.93,3.76,3.51
06/26/2018 14:23:41.000000,3.56,4.41,4.22
06/26/2018 14:26:21.000000,3.36,4.48,4.19
06/26/2018 14:29:01.000000,3.45,5.65,5.18
06/26/2018 14:31:41.000000,4.16,4.45,4.32
06/26/2018 14:35:41.000000,4.62,5.93,5.93
06/26/2018 14:38:21.000000,3.8,4.97,4.82
06/26/2018 14:41:01.000000,4.05,5.9,5.9
06/26/2018 14:43:42.000000,3.0,4.17,4.0
06/26/2018 14:47:41.000000,3.62,4.43,4.43
06/26/2018 14:50:21.000000,3.59,4.79,4.64
06/26/2018 14:53:01.000000,4.98,7.07,6.37
06/26/2018 14:55:41.000000,3.54,4.61,4.34
06/26/2018 14:59:41.000000,4.05,5.32,5.07
06/26/2018 15:02:21.000000,3.37,4.55,4.43
06/26/2018 15:05:02.000000,4.9,7.2,6.66
06/26/2018 15:07:41.000000,4.1,5.15,5.12
06/26/2018 15:11:41.000000,3.12,4.0,4.0
06/26/2018 15:14:21.000000,3.02,5.05,4.48
06/26/2018 15:17:01.000000,3.34,4.88,4.22
06/26/2018 15:19:41.000000,2.62,3.43,3.38
06/26/2018 15:23:41.000000,3.25,4.65,4.47
06/26/2018 15:26:21.000000,2.97,4.59,3.95
06/26/2018 15:29:01.000000,3.03,3.97,3.97
06/26/2018 15:31:41.000000,2.62,4.03,3.8
06/26/2018 15:35:41.000000,2.8,3.56,3.56
06/26/2018 15:38:21.000000,2.12,2.78,2.63
06/26/2018 15:41:01.000000,2.08,2.66,2.5
06/26/2018 15:43:41.000000,1.92,2.7,2.7
06/26/2018 15:47:41.000000,1.73,2.24,2.24
06/26/2018 15:50:22.000000,1.61,2.9,2.73
06/26/2018 15:53:01.000000,1.0,1.73,1.73
06/26/2018 15:55:41.000000,1.59,1.9,1.9
06/26/2018 15:59:41.000000,1.9,2.67,2.67
06/26/2018 16:02:21.000000,1.12,1.62,1.62
06/26/2018 16:05:01.000000,1.44,2.07,1.98
06/26/2018 16:07:41.000000,1.35,2.4,2.25
06/26/2018 16:11:41.000000,1.26,1.79,1.79
06/26/2018 16:14:21.000000,0.93,1.35,1.35
06/26/2018 16:17:01.000000,1.34,2.46,1.88
06/26/2018 16:19:41.000000,1.19,1.86,1.7
06/26/2018 16:23:41.000000,1.73,2.87,2.87
06/26/2018 16:26:21.000000,1.58,2.47,2.4
06/26/2018 16:29:01.000000,1.0,1.73,1.73
06/26/2018 16:31:41.000000,1.39,2.07,1.73
06/26/2018 16:35:41.000000,0.74,1.24,1.24
06/26/2018 16:38:21.000000,1.75,3.15,2.47
06/26/2018 16:41:01.000000,0.68,1.25,1.0
06/26/2018 16:43:41.000000,1.59,2.93,2.49
06/26/2018 16:47:41.000000,7.9,14.07,13.07
06/26/2018 16:50:21.000000,3.28,5.95,5.08
06/26/2018 16:53:01.000000,1.45,2.6,2.6
06/26/2018 16:55:41.000000,0.97,2.05,1.64
06/26/2018 16:59:41.000000,0.5,0.93,0.93
06/26/2018 17:02:21.000000,3.03,4.72,4.62
06/26/2018 17:05:01.000000,0.43,0.88,0.88
06/26/2018 17:07:41.000000,1.0,1.46,1.15
06/26/2018 17:11:41.000000,0.8,1.37,1.37
06/26/2018 17:14:21.000000,0.17,1.35,1.1
06/26/2018 17:17:01.000000,0.43,0.9,0.9
06/26/2018 17:19:41.000000,5.03,9.32,8.07
06/26/2018 17:23:41.000000,0.85,1.61,1.44
06/26/2018 17:26:21.000000,1.9,3.54,3.18
06/26/2018 17:29:01.000000,1.11,1.94,1.8
06/26/2018 17:31:41.000000,0.82,1.23,1.23
06/26/2018 17:35:41.000000,2.73,4.46,3.73
06/26/2018 17:38:23.000000,6.64,10.59,10.1
06/26/2018 17:41:03.000000,1.6,3.08,3.03
06/26/2018 17:43:41.000000,1.15,2.3,2.15
06/26/2018 17:47:41.000000,1.92,2.97,2.97
06/26/2018 17:50:23.000000,2.08,3.83,3.08
06/26/2018 17:53:01.000000,5.88,8.15,7.88
06/26/2018 17:55:41.000000,3.29,5.02,4.66
06/26/2018 17:59:43.000000,1.78,2.44,2.44
06/26/2018 18:02:21.000000,2.0,2.85,2.85
06/26/2018 18:05:01.000000,2.08,2.75,2.75
06/26/2018 18:07:41.000000,2.83,3.68,3.68
06/26/2018 18:11:41.000000,2.11,2.81,2.81
06/26/2018 18:14:21.000000,2.4,4.1,3.76
06/26/2018 18:17:02.000000,2.8,3.83,3.83
06/26/2018 18:19:41.000000,3.1,5.03,4.8
06/26/2018 18:23:41.000000,4.07,5.8,5.8
06/26/2018 18:26:21.000000,3.72,5.32,5.12
06/26/2018 18:29:01.000000,4.61,6.69,6.19
06/26/2018 18:31:41.000000,4.0,6.11,5.71
06/26/2018 18:35:41.000000,4.37,6.32,6.15
06/26/2018 18:38:21.000000,3.36,4.97,4.74
06/26/2018 18:41:01.000000,4.0,6.49,6.49
06/26/2018 18:43:41.000000,5.49,8.15,8.05
06/26/2018 18:47:41.000000,4.75,7.07,6.85
06/26/2018 18:50:22.000000,5.97,8.23,7.95
06/26/2018 18:53:01.000000,6.43,8.8,8.55
06/26/2018 18:55:41.000000,8.8,14.9,13.46
06/26/2018 18:59:43.000000,6.05,8.93,8.0
06/26/2018 19:02:21.000000,4.97,7.12,6.85
06/26/2018 19:05:02.000000,4.8,7.12,6.85
06/26/2018 19:07:41.000000,6.3,8.93,8.38
06/26/2018 19:11:41.000000,5.9,7.97,7.97
06/26/2018 19:14:21.000000,7.45,10.23,10.18
06/26/2018 19:17:02.000000,8.05,14.1,12.65
06/26/2018 19:19:41.000000,6.21,8.0,7.74
06/26/2018 19:23:43.000000,5.72,7.33,7.28
06/26/2018 19:26:21.000000,5.76,7.87,7.71
06/26/2018 19:29:02.000000,5.63,8.16,7.84
06/26/2018 19:31:41.000000,5.24,7.38,7.35
06/26/2018 19:35:42.000000,5.68,7.68,7.68
06/26/2018 19:38:21.000000,6.15,7.85,7.85
06/26/2018 19:41:01.000000,5.28,7.22,7.12
06/26/2018 19:43:41.000000,6.27,7.95,7.56
06/26/2018 19:47:41.000000,5.68,7.97,7.65
06/26/2018 19:50:22.000000,6.07,7.88,7.61
06/26/2018 19:53:01.000000,5.97,7.95,7.72
06/26/2018 19:55:41.000000,5.53,7.18,7.18
06/26/2018 19:59:41.000000,5.85,7.53,7.1
06/26/2018 20:02:21.000000,5.6,7.45,7.03
06/26/2018 20:05:01.000000,6.37,9.05,8.75
06/26/2018 20:07:41.000000,6.0,7.03,6.93
06/26/2018 20:11:41.000000,5.75,6.53,6.19
06/26/2018 20:14:21.000000,5.78,7.0,7.0
06/26/2018 20:17:01.000000,6.0,8.05,7.98
06/26/2018 20:19:42.000000,5.85,7.87,7.41
06/26/2018 20:23:41.000000,5.9,6.97,6.62
06/26/2018 20:26:22.000000,6.56,10.05,9.23
06/26/2018 20:29:01.000000,6.0,8.82,8.13
06/26/2018 20:31:41.000000,5.28,6.44,6.44
06/26/2018 20:35:41.000000,6.0,7.69,7.69
06/26/2018 20:38:21.000000,5.81,7.29,7.29
06/26/2018 20:41:01.000000,5.76,7.14,6.84
06/26/2018 20:43:41.000000,5.85,7.12,6.43
06/26/2018 20:47:41.000000,5.45,6.92,6.53
06/26/2018 20:50:24.000000,5.77,6.69,6.69
06/26/2018 20:53:01.000000,5.26,6.49,6.41
06/26/2018 20:55:41.000000,5.37,8.0,7.43
06/26/2018 20:59:41.000000,6.0,7.5,6.6
06/26/2018 21:02:21.000000,5.26,6.47,6.18
06/26/2018 21:05:01.000000,5.62,7.72,6.97
06/26/2018 21:07:41.000000,4.95,6.12,5.95
06/26/2018 21:11:41.000000,4.78,6.19,6.03
06/26/2018 21:14:21.000000,4.63,5.74,5.74
06/26/2018 21:17:01.000000,4.97,6.3,6.07
06/26/2018 21:19:41.000000,5.28,6.55,6.55
06/26/2018 21:23:41.000000,4.95,8.27,7.07
06/26/2018 21:26:24.000000,4.79,6.44,6.23
06/26/2018 21:29:01.000000,5.0,6.2,6.2
06/26/2018 21:31:41.000000,4.98,6.19,6.0
06/26/2018 21:35:41.000000,4.82,6.03,6.03
06/26/2018 21:38:22.000000,4.57,6.12,6.12
06/26/2018 21:41:01.000000,5.07,6.55,6.47
06/26/2018 21:43:41.000000,5.37,7.32,6.78
06/26/2018 21:47:41.000000,5.46,6.88,6.88
06/26/2018 21:50:21.000000,4.76,7.17,6.93
06/26/2018 21:53:01.000000,5.05,7.59,6.8
06/26/2018 21:55:41.000000,5.0,6.82,6.82
06/26/2018 21:59:41.000000,5.2,7.22,6.85
06/26/2018 22:02:22.000000,5.07,7.05,7.05
06/26/2018 22:05:01.000000,4.83,7.27,7.27
06/26/2018 22:07:41.000000,4.95,7.37,6.97
06/26/2018 22:11:41.000000,4.97,7.22,7.05
06/26/2018 22:14:21.000000,5.27,7.68,7.54
06/26/2018 22:17:01.000000,5.4,7.93,7.76
06/26/2018 22:19:41.000000,4.76,6.54,6.54
06/26/2018 22:23:41.000000,5.68,7.54,7.46
06/26/2018 22:26:21.000000,5.55,7.67,7.57
06/26/2018 22:29:01.000000,5.87,7.95,7.95
06/26/2018 22:31:41.000000,6.2,8.61,8.37
06/26/2018 22:35:41.000000,5.9,8.26,7.71
06/26/2018 22:38:21.000000,5.78,8.73,7.71
06/26/2018 22:41:02.000000,5.05,6.88,6.83
06/26/2018 22:43:41.000000,5.36,7.9,7.69
06/26/2018 22:47:41.000000,5.56,8.41,8.0
06/26/2018 22:50:22.000000,5.72,8.1,7.15
06/26/2018 22:53:01.000000,5.24,8.34,7.76
06/26/2018 22:55:41.000000,5.27,7.68,7.44
06/26/2018 22:59:41.000000,5.67,7.97,7.82
06/26/2018 23:02:21.000000,5.93,8.35,8.2
06/26/2018 23:05:01.000000,5.85,8.93,8.13
06/26/2018 23:07:41.000000,5.2,8.22,7.63
06/26/2018 23:11:41.000000,5.93,9.13,9.07
06/26/2018 23:14:21.000000,5.86,9.45,8.29
06/26/2018 23:17:01.000000,6.02,8.76,8.76
06/26/2018 23:19:41.000000,5.76,9.63,8.76
06/26/2018 23:23:41.000000,5.9,8.59,8.41
06/26/2018 23:26:21.000000,6.1,8.26,8.08
06/26/2018 23:29:03.000000,5.7,8.3,8.07
06/26/2018 23:31:41.000000,6.03,8.8,8.73
06/26/2018 23:35:41.000000,6.12,9.1,9.0
06/26/2018 23:38:21.000000,5.9,8.27,8.27
06/26/2018 23:41:01.000000,6.0,8.08,8.08
06/26/2018 23:43:41.000000,6.39,9.29,9.07
06/26/2018 23:47:41.000000,6.76,10.41,9.27
06/26/2018 23:50:21.000000,5.93,9.0,8.55
06/26/2018 23:53:01.000000,7.02,9.68,9.54
06/26/2018 23:55:41.000000,6.61,10.44,9.2
06/26/2018 23:59:41.000000,6.27,8.24,8.24
06/27/2018 00:02:21.000000,5.93,8.2,8.2
06/27/2018 00:05:02.000000,6.65,9.52,8.95
06/27/2018 00:07:41.000000,6.59,9.41,9.27
06/27/2018 00:11:41.000000,6.02,9.0,8.34
06/27/2018 00:14:21.000000,6.29,8.61,8.41
06/27/2018 00:17:01.000000,5.95,8.78,8.44
06/27/2018 00:19:41.000000,5.0,7.81,7.14
06/27/2018 00:23:41.000000,6.1,8.54,8.12
06/27/2018 00:26:21.000000,6.15,10.1,9.0
06/27/2018 00:29:01.000000,6.8,10.46,9.34
06/27/2018 00:31:42.000000,6.68,10.13,9.6
06/27/2018 00:35:41.000000,6.9,10.38,9.52
06/27/2018 00:38:21.000000,6.27,9.24,8.44
06/27/2018 00:41:01.000000,6.22,9.6,8.6
06/27/2018 00:43:41.000000,7.85,10.63,10.07
06/27/2018 00:47:41.000000,7.22,11.15,10.59
06/27/2018 00:50:21.000000,6.66,9.61,9.27
06/27/2018 00:53:01.000000,6.68,9.34,9.34
06/27/2018 00:55:41.000000,6.47,10.02,9.23
06/27/2018 00:59:41.000000,6.75,10.48,9.73
06/27/2018 01:02:21.000000,6.49,9.44,9.07
06/27/2018 01:05:01.000000,7.75,10.6,10.1
06/27/2018 01:07:41.000000,8.29,10.54,10.34
06/27/2018 01:11:41.000000,7.69,11.19,10.33
06/27/2018 01:14:21.000000,7.49,11.24,10.78
06/27/2018 01:17:01.000000,7.62,10.6,10.36
06/27/2018 01:19:41.000000,8.27,10.68,10.68
06/27/2018 01:23:41.000000,9.07,12.13,11.55
06/27/2018 01:26:21.000000,8.7,11.98,11.02
06/27/2018 01:29:01.000000,8.07,11.43,11.12
06/27/2018 01:31:41.000000,8.77,12.31,11.49
06/27/2018 01:35:41.000000,7.69,11.15,10.59
06/27/2018 01:38:21.000000,8.52,12.5,11.63
06/27/2018 01:41:01.000000,7.56,10.83,10.49
06/27/2018 01:43:41.000000,8.29,11.0,10.88
06/27/2018 01:47:41.000000,7.2,10.13,9.9
06/27/2018 01:50:21.000000,7.72,11.57,10.88
06/27/2018 01:53:02.000000,8.38,11.49,11.0
06/27/2018 01:55:41.000000,7.6,10.5,9.79
06/27/2018 01:59:41.000000,7.9,11.57,11.02
06/27/2018 02:02:21.000000,8.05,11.05,10.78
06/27/2018 02:05:01.000000,7.24,10.2,9.71
06/27/2018 02:07:41.000000,7.2,10.54,9.46
06/27/2018 02:11:41.000000,7.85,11.15,10.41
06/27/2018 02:14:21.000000,6.71,9.88,8.83
06/27/2018 02:17:01.000000,7.4,9.75,9.52
06/27/2018 02:19:41.000000,7.51,10.56,9.51
06/27/2018 02:23:41.000000,7.51,10.67,10.44
06/27/2018 02:26:21.000000,7.69,10.77,10.38
06/27/2018 02:29:01.000000,6.87,10.5,9.68
06/27/2018 02:31:41.000000,7.77,11.85,10.95
06/27/2018 02:35:41.000000,8.27,11.0,10.78
06/27/2018 02:38:21.000000,7.47,11.77,10.85
06/27/2018 02:41:02.000000,8.37,12.39,11.74
06/27/2018 02:43:41.000000,8.43,11.93,11.33
06/27/2018 02:47:41.000000,8.39,11.1,10.54
06/27/2018 02:50:21.000000,8.82,12.75,11.55
06/27/2018 02:53:02.000000,8.65,11.45,11.12
06/27/2018 02:55:41.000000,8.52,12.02,11.67
06/27/2018 02:59:41.000000,9.2,13.35,12.75
06/27/2018 03:02:21.000000,8.76,13.41,12.85
06/27/2018 03:05:02.000000,9.78,14.51,13.73
06/27/2018 03:07:41.000000,9.98,15.3,14.68
06/27/2018 03:11:41.000000,12.64,18.12,17.29
06/27/2018 03:14:21.000000,12.85,19.17,17.8
06/27/2018 03:17:01.000000,12.71,18.63,17.63
06/27/2018 03:19:41.000000,12.51,17.07,16.37
06/27/2018 03:23:41.000000,11.51,16.9,16.37
06/27/2018 03:26:21.000000,11.05,16.7,15.43
06/27/2018 03:29:01.000000,10.85,16.2,15.02
06/27/2018 03:31:41.000000,11.05,16.45,15.19
06/27/2018 03:35:41.000000,10.48,15.05,14.0
06/27/2018 03:38:21.000000,10.76,14.73,14.22
06/27/2018 03:41:01.000000,10.5,14.19,13.9
06/27/2018 03:43:42.000000,10.59,14.98,13.68
06/27/2018 03:47:41.000000,11.98,16.81,16.36
06/27/2018 03:50:21.000000,11.05,15.0,14.68
06/27/2018 03:53:01.000000,10.92,15.26,14.71
06/27/2018 03:55:41.000000,11.33,16.81,15.45
06/27/2018 03:59:41.000000,11.32,16.02,14.83
06/27/2018 04:02:21.000000,10.71,15.32,14.63
06/27/2018 04:05:02.000000,11.85,16.61,15.73
06/27/2018 04:07:41.000000,11.31,14.74,14.59
06/27/2018 04:14:21.000000,10.49,14.12,13.85
06/27/2018 04:17:01.000000,8.82,12.23,12.07
06/27/2018 04:19:41.000000,9.39,13.24,12.44
06/27/2018 04:23:41.000000,8.78,12.51,11.66
06/27/2018 04:26:21.000000,7.51,11.66,10.56
06/27/2018 04:29:01.000000,8.7,12.37,11.98
06/27/2018 04:31:41.000000,8.21,11.86,11.02
06/27/2018 04:35:41.000000,8.49,12.68,12.0
06/27/2018 04:38:21.000000,8.05,11.61,11.2
06/27/2018 04:41:01.000000,8.17,11.63,11.49
06/27/2018 04:43:41.000000,8.54,11.66,11.46
06/27/2018 04:47:41.000000,8.05,11.67,10.57
06/27/2018 04:50:21.000000,7.29,10.51,9.83
06/27/2018 04:53:01.000000,7.57,11.26,10.48
06/27/2018 04:55:41.000000,8.48,11.8,11.38
06/27/2018 04:59:41.000000,9.71,14.1,13.34
06/27/2018 05:02:21.000000,8.4,12.9,12.3
06/27/2018 05:05:01.000000,8.5,12.26,11.57
06/27/2018 05:07:41.000000,7.9,11.1,10.88
06/27/2018 05:11:41.000000,8.24,12.1,11.51
06/27/2018 05:14:21.000000,7.87,11.6,10.88
06/27/2018 05:17:03.000000,7.22,10.63,10.07
06/27/2018 05:19:41.000000,7.2,9.78,9.1
06/27/2018 05:23:41.000000,7.35,10.25,9.48
06/27/2018 05:26:21.000000,6.43,9.65,8.68
06/27/2018 05:29:02.000000,6.92,10.15,9.67
06/27/2018 05:31:41.000000,7.22,10.63,9.63
06/27/2018 05:35:41.000000,8.05,11.38,11.13
06/27/2018 05:38:22.000000,7.65,11.77,10.4
06/27/2018 05:41:01.000000,6.56,9.34,9.02
06/27/2018 05:43:41.000000,7.32,11.3,10.57
06/27/2018 05:47:41.000000,6.43,10.95,9.69
06/27/2018 05:50:22.000000,8.2,10.82,10.32
06/27/2018 05:53:01.000000,7.75,10.2,9.77
06/27/2018 05:55:41.000000,7.32,11.35,10.23
06/27/2018 05:59:41.000000,7.0,10.32,9.68
06/27/2018 06:02:21.000000,6.78,10.66,9.83
06/27/2018 06:05:01.000000,8.24,11.68,10.95
06/27/2018 06:07:41.000000,7.98,11.73,10.39
06/27/2018 06:11:41.000000,8.74,12.41,12.08
06/27/2018 06:14:21.000000,7.75,11.98,10.77
06/27/2018 06:17:01.000000,8.88,13.88,12.98
06/27/2018 06:19:41.000000,9.59,13.17,12.44
06/27/2018 06:23:46.000000,8.08,12.29,11.76
06/27/2018 06:26:21.000000,8.95,13.07,12.3
06/27/2018 06:29:01.000000,10.35,14.1,13.7
06/27/2018 06:31:41.000000,9.51,13.73,12.63
06/27/2018 06:35:41.000000,10.25,15.73,14.27
06/27/2018 06:38:21.000000,10.43,13.95,13.52
06/27/2018 06:41:06.000000,9.95,14.95,14.03
06/27/2018 06:43:43.000000,9.58,13.18,12.71
06/27/2018 06:47:41.000000,9.98,13.71,12.55
06/27/2018 06:50:21.000000,10.8,14.35,13.77
06/27/2018 06:53:01.000000,9.97,14.38,13.69
06/27/2018 06:55:41.000000,9.02,13.41,12.27
06/27/2018 06:59:41.000000,10.76,15.22,14.22
06/27/2018 07:02:21.000000,10.22,14.47,13.56
06/27/2018 07:05:01.000000,10.34,14.92,12.95
06/27/2018 07:07:41.000000,9.38,15.6,14.57
06/27/2018 07:11:41.000000,10.44,15.17,13.68
06/27/2018 07:14:21.000000,11.02,15.15,14.27
06/27/2018 07:17:01.000000,9.97,14.03,13.97
06/27/2018 07:19:41.000000,9.51,15.39,13.98
06/27/2018 07:23:41.000000,10.34,14.83,14.2
06/27/2018 07:26:21.000000,9.63,14.45,13.68
06/27/2018 07:29:01.000000,10.8,15.17,14.78
06/27/2018 07:31:41.000000,10.15,15.63,14.35
06/27/2018 07:35:41.000000,9.98,14.7,13.88
06/27/2018 07:38:21.000000,11.02,15.78,14.98
06/27/2018 07:41:01.000000,9.88,13.6,13.19
06/27/2018 07:43:41.000000,10.82,15.18,14.05
06/27/2018 07:47:41.000000,9.74,13.9,12.9
06/27/2018 07:50:21.000000,10.55,16.17,15.4
06/27/2018 07:53:01.000000,11.0,15.88,15.3
06/27/2018 07:55:41.000000,10.07,14.3,13.88
06/27/2018 07:59:41.000000,10.02,15.68,14.32
06/27/2018 08:02:21.000000,10.29,14.68,14.05
06/27/2018 08:05:01.000000,10.48,15.4,14.29
06/27/2018 08:07:41.000000,10.0,14.23,13.97
06/27/2018 08:11:41.000000,10.12,14.29,13.83
06/27/2018 08:14:21.000000,11.86,15.22,14.5
06/27/2018 08:17:01.000000,9.7,15.07,13.52
06/27/2018 08:19:41.000000,9.12,13.38,12.86
06/27/2018 08:23:41.000000,10.78,15.88,14.54
06/27/2018 08:26:21.000000,10.08,14.56,13.62
06/27/2018 08:29:01.000000,10.17,15.17,14.22
06/27/2018 08:31:41.000000,10.95,15.44,14.88
06/27/2018 08:35:41.000000,10.44,14.49,13.56
06/27/2018 08:38:21.000000,10.52,16.17,14.82
06/27/2018 08:41:01.000000,10.4,14.57,14.25
06/27/2018 08:43:41.000000,10.63,14.98,14.5
06/27/2018 08:47:41.000000,11.02,16.37,15.07
06/27/2018 08:50:22.000000,9.49,13.72,13.33
06/27/2018 08:53:01.000000,10.81,14.71,13.1
06/27/2018 08:55:41.000000,10.44,14.85,13.76
06/27/2018 08:59:41.000000,10.43,15.32,14.13
06/27/2018 09:02:21.000000,10.75,15.5,14.73
06/27/2018 09:05:01.000000,10.25,14.75,14.2
06/27/2018 09:07:41.000000,10.55,15.32,14.52
06/27/2018 09:11:41.000000,10.55,15.52,15.27
06/27/2018 09:14:21.000000,10.27,14.71,13.24
06/27/2018 09:17:01.000000,11.07,15.61,14.61
06/27/2018 09:19:41.000000,10.52,15.73,14.07
06/27/2018 09:23:41.000000,10.29,13.85,13.41
06/27/2018 09:26:21.000000,9.66,14.37,13.34
06/27/2018 09:29:01.000000,11.0,15.9,15.1
06/27/2018 09:31:41.000000,10.52,15.3,14.4
06/27/2018 09:35:41.000000,10.02,14.85,14.17
06/27/2018 09:38:21.000000,10.4,15.65,15.02
06/27/2018 09:41:01.000000,9.8,12.9,12.57
06/27/2018 09:43:41.000000,10.05,15.0,13.7
06/27/2018 09:47:41.000000,9.59,13.15,12.27
06/27/2018 09:50:21.000000,9.92,13.72,13.26
06/27/2018 09:53:01.000000,10.35,14.35,13.75
06/27/2018 09:55:41.000000,10.7,13.77,13.68
06/27/2018 09:59:41.000000,10.15,15.46,13.66
06/27/2018 10:02:21.000000,10.73,15.29,14.44
06/27/2018 10:05:01.000000,11.0,17.02,15.48
06/27/2018 10:07:41.000000,10.15,15.88,15.15
06/27/2018 10:11:41.000000,10.05,16.41,14.07
06/27/2018 10:14:21.000000,10.39,16.44,14.93
06/27/2018 10:17:01.000000,11.0,17.18,15.74
06/27/2018 10:19:41.000000,10.83,15.88,15.24
06/27/2018 10:23:41.000000,10.85,16.65,15.07
06/27/2018 10:26:21.000000,10.68,17.02,16.17
06/27/2018 10:29:01.000000,10.1,15.27,14.05
06/27/2018 10:31:41.000000,10.51,15.05,14.34
06/27/2018 10:35:41.000000,9.85,16.0,15.13
06/27/2018 10:38:21.000000,11.15,16.9,16.02
06/27/2018 10:41:01.000000,10.5,15.65,14.63
06/27/2018 10:43:41.000000,9.98,14.93,14.18
06/27/2018 10:47:41.000000,10.46,15.27,14.15
06/27/2018 10:50:23.000000,9.7,15.57,15.1
06/27/2018 10:53:01.000000,9.98,15.0,13.9
06/27/2018 10:55:41.000000,10.15,15.17,13.56
06/27/2018 10:59:41.000000,9.93,14.66,14.32
06/27/2018 11:02:21.000000,9.27,14.39,13.49
06/27/2018 11:05:01.000000,10.22,16.63,14.95
06/27/2018 11:07:41.000000,9.77,15.65,14.2
06/27/2018 11:11:41.000000,9.75,13.98,13.98
06/27/2018 11:14:21.000000,10.07,15.07,13.57
06/27/2018 11:17:01.000000,9.95,15.0,14.27
